Text,Translation,Language,Category
Difficulty breathing?,మీకు శ్వాస తీసుకోవడంలో ఇబ్బంది ఉందా?,Telugu,Symptoms
Do you have diarrhoea? How many times a day?,మీకు విరేచనాలు ఉన్నాయా? రోజుకు ఎన్నిసార్లు?,Telugu,Symptoms
Rash?,మీకు దద్దుర్లు ఉన్నాయా?,Telugu,Symptoms
"Any pain? Specifically, any chest pain?","ఏదైనా నొప్పి ఉందా? ప్రత్యేకంగా, మీకు ఛాతీ నొప్పి ఉందా?",Telugu,Symptoms
Point to the place.,ఇది ఎక్కడ బాధిస్తుందో సూచించండి,Telugu,Symptoms
Do you have any past medical history?,మీకు గత వైద్య చరిత్ర ఏదైనా ఉందా?,Telugu,Medical Conditions
Please point to which ones.,ఏ వాటికి సూచించండి.,Telugu,Medical Conditions
Asthma,ఆస్తమా,Telugu,Medical Conditions
Pneumonia,న్యుమోనియా,Telugu,Medical Conditions
Hypertension,రక్తపోటు,Telugu,Medical Conditions
Hyperlipidemia,కొలెస్ట్రాల్,Telugu,Medical Conditions
Diabetes,"సుగర్/
డయాబెటిస్",Telugu,Medical Conditions
Heart problems,గుండె సమస్యలు,Telugu,Medical Conditions
Kidney problems,కిడ్నీ సమస్యలు,Telugu,Medical Conditions
Loss of taste,టేస్ట్ చెయ్య గలుగు తున్నారా ?,Telugu,Symptoms
Loss of Smell,వాసన చెయ్యగలుగు తున్నారా ?,Telugu,Symptoms
Do you have a drug allergy?,మీకు డ్రగ్ అలెర్జీ ఉందా?,Telugu,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","మీరు పొగత్రాగుతారా? అవును అయితే, రోజుకు ఎన్ని సిగరెట్లు?",Telugu,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","నువ్వు త్రాగుతావా? అవును, ఎంత? వారానికి ఎన్ని సీసాలు, ఏ రకమైన ఆల్కహాల్?",Telugu,Medical Conditions
"If you have any other problems, you can tell me in English.","మీకు ఏమైనా సమస్యలు ఉంటే, మీరు నాకు ఇంగ్లీషులో చెప్పగలరు.",Telugu,Medical Conditions
I’m going to examine you.,నేను మిమ్మల్ని పరిశీలించబోతున్నాను,Telugu,Medical Instructions
Tell me if you feel more pain.,మీరు బాధను ఉంటే చెప్పు.,Telugu,Medical Instructions
Please remove your shirt.,దయచేసి మీ చొక్కా తొలగించండి.,Telugu,Medical Instructions
Keep taking deep breaths through your mouth.,దయచేసి మీ చొక్కా తీయండి,Telugu,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","నేను నా స్టెతస్కోప్‌తో విన్నప్పుడు, ఆంగ్లంలో తొమ్మిది-తొమ్మిది చెప్పండి.",Telugu,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,నేను ఈ కాటన్ మొగ్గను మీ ముక్కులో పెట్టబోతున్నాను. మీరు వింతగా భావిస్తారు కానీ బాధాకరమైనది కాదు.,Telugu,Medical Instructions
This is to test for coronavirus,ఇది కరోనావైరస్ కోసం పరీక్షించడం.,Telugu,Medical Instructions
Tilt your head back,మీ తల వెనుకకు వంచు,Telugu,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","మీకు కరోనావైరస్ ఉంటే, మేము రేపు మీ ఫోన్‌కు కాల్ చేస్తాము.",Telugu,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","మీకు కరోనావైరస్ లేకపోతే, మేము 3 రోజుల తర్వాత మీకు SMS పంపుతాము",Telugu,Medical Instructions
"Later, you will do an X-ray","తరువాత, మీరు ఎక్స్-రే చేస్తారు",Telugu,Medical Instructions
There is no sign of infection on your X-ray,మీ ఎక్స్-రేలు సంక్రమణ సంకేతాలు లేవు,Telugu,Medical Instructions
You can go back soon.,మీరు త్వరలో తిరిగి వెళ్ళవచ్చు.,Telugu,Medical Instructions
"Wait here, do not leave this area","ఇక్కడ ఉండండి, ఎక్కడికీ వెళ్లవద్దు",Telugu,Medical Instructions
You have to stay in the hospital for a few days,మీరు కొన్ని రోజులు ఆసుపత్రిలో ఉండాలి,Telugu,Medical Instructions
We need to transfer you to another location.,మేము మిమ్మల్ని వేరే ప్రదేశానికి బదిలీ చేయాలి.,Telugu,Medical Instructions
I'll give you medicine to make you feel better,మీ మంచి కోసం నేను మీకు మందులు ఇస్తాను,Telugu,Medical Instructions
You must not work for next 5 days.,మీరు 5 రోజులు పని చేయకూడదు,Telugu,Medical Instructions
You must come back if you have problems with breathing.,మీకు ఊపిరి తీసుకోవడంలో సమస్యలు ఉంటే మీరు తప్పక తిరిగి రావాలి.,Telugu,Medical Instructions
You must come back if you do not recover completely after 5 days,5 రోజుల తర్వాత మీరు పూర్తిగా కోలుకోకపోతే మీరు తిరిగి రావాలి,Telugu,Medical Instructions
Read the handout carefully,కాగితంపై ఉన్న సూచనలను జాగ్రత్తగా చదవండి,Telugu,Medical Instructions
Thank you,ధన్యవాదాలు.,Telugu,Greetings
Good morning / afternoon / evening,శుభోదయం / శుభ మద్యాహ్నం / శుభ సాయంత్రం,Telugu,Greetings
I am the nurse,నేను నర్సుని,Telugu,Greetings
I am the doctor,నేను డాక్టర్,Telugu,Greetings
You are in the intensive care unit.,మీరు ఇంటెన్సివ్ కేర్ యూనిట్లో ఉన్నారు,Telugu,Medical Instructions
Today is Monday,ఈరోజు సోమవారం,Telugu,Greetings
Today is Tuesday,ఈరోజు మంగళవారం,Telugu,Greetings
Today is Wednesday,ఈ రోజు బుధవారం,Telugu,Greetings
Today is Thursday,ఈ రోజు గురువారము,Telugu,Greetings
Today is Friday,ఈ రోజు శుక్రవారం,Telugu,Greetings
Today is Saturday,ఈ రోజు శనివారం,Telugu,Greetings
Today is Sunday,ఈరోజు ఆదివారం,Telugu,Greetings
You are getting better,మీ ఆరోగ్యం మెరుగుపడుతోంది,Telugu,Greetings
We will remove the breathing tube when you are better,మీ ఆరోగ్యం బాగున్నప్పుడు మేము గొట్టాన్ని తీసేస్తాం,Telugu,Medical Instructions
You can talk after we remove the breathing tube,మేము గొట్టాన్ని తీసిన తర్వాత మీరు మాట్లాడవచ్చు,Telugu,Medical Instructions
Take a deep breath,గట్టిగా ఊపిరి తీసుకోండి,Telugu,Medical Instructions
Give me a big cough,గట్టిగా దగ్గు,Telugu,Medical Instructions
Don’t struggle,అవస్థ పడకండి,Telugu,Medical Instructions
Don’t move,కదలకండి,Telugu,Medical Instructions
Lift up your arm,మీ చేయి పైకి ఎత్తండి,Telugu,Medical Instructions
Lift up your leg,మీ కాలు పైకి ఎత్తండి,Telugu,Medical Instructions
Squeeze my hand,నా చేతిని నొక్కండి,Telugu,Medical Instructions
Show me two fingers,నాకు రెండు వేళ్లు చూపించండి,Telugu,Medical Instructions
Open your mouth,మీ నోరు తెరవండి,Telugu,Medical Instructions
Stick out your tongue,మీ నాలుకను బయట పెట్టండి,Telugu,Medical Instructions
Open your eyes,మీ కళ్ళు తెరవండి,Telugu,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,నేను మీ కళ్ళలో ఒక కాంతిని ప్రకాశిస్తాను. ఇది ప్రకాశవంతంగా ఉంటుంది.,Telugu,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,మీ ఊపిరి పిరితిత్తులు బలహీనంగా ఉన్నాయి. మీకు ఊపిరి పీల్చుకోవడానికి మేము గొట్టాన్ని పెట్టబోతున్నాం,Telugu,Medical Instructions
You are going to sleep now,మీరు ఇప్పుడు నిద్రపోతారు,Telugu,Medical Instructions
We are turning you onto your belly to help your lungs expand,మీ ఊపిరి పిరితిత్తులు విస్తరించడంలో సహాయపడటానికి మేము మిమ్మల్ని మీ బొడ్డుపైకి మారుస్తున్నాము,Telugu,Medical Instructions
We are inserting a tube to help you pass urine,మీకు మూత్రం పంపడంలో సహాయపడటానికి మేము ఒక గొట్టం వేస్తున్నాము,Telugu,Medical Instructions
We are inserting a tube through your nose,మేము మీ ముక్కు ద్వారా గొట్టం వేస్తున్నాము,Telugu,Medical Instructions
We are going to give you an injection in your neck to give you medications,మీకు మందులు ఇవ్వడానికి మేము మీ మెడలో ఇంజెక్షన్ ఇవ్వబోతున్నాం,Telugu,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,మీ బిపిని కొలవడానికి మేము మీ చేతిలో ఇంజెక్షన్ ఇవ్వబోతున్నాము,Telugu,Medical Instructions
We will give you sleeping medications.,మేము మీకు నిద్ర మందు ఇస్తాము,Telugu,Medical Instructions
We will give you painkillers.,మేము మీకు పెయిన్ కిల్లర్స్ ఇస్తాము.,Telugu,Medical Instructions
We are giving you medication to keep your blood pressure up.,మీ బిపిని అధికంగా ఉంచడానికి మేము మీకు మందులు ఇస్తున్నాము.,Telugu,Medical Instructions
We are going to remove the breathing tube.,మేము గొట్టాన్ని తొలగించబోతున్నాము.,Telugu,Medical Instructions
We are going to suck out your phlegm,మేము మీ కఫాన్ని పీల్చుకోబోతున్నాం,Telugu,Medical Instructions
We are going to clean you with a sponge,మేము మిమ్మల్ని స్పాంజితో శుభ్రం చేయబోతున్నాం,Telugu,Medical Instructions
Turn left,ఎడమవైపు తిరగండి,Telugu,Medical Instructions
Turn right,కుడివైపుకు తిరగండి,Telugu,Medical Instructions
We will change your diapers,మేము మీ డైపర్లను మారుస్తాము,Telugu,Medical Instructions
Lift up your leg,మీ కాలు పైకి ఎత్తండి,Telugu,Medical Instructions
We are going to sit you up,మేము మిమ్మల్ని కూర్చునేలా చేస్తాము,Telugu,Medical Instructions
We are going to shift you up the bed,మేము మిమ్మల్ని మంచం పైకి జరుపుబోతున్నాము,Telugu,Medical Instructions
We are going to clean your mouth,మేము మీ నోరు శుభ్రం చేయబోతున్నాం,Telugu,Medical Instructions
Do not swallow the gargle,మీ నోటిలో ఉన్నదాన్ని మింగకండి,Telugu,Medical Instructions
I am a doctor. I do not speak Turkish. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Ben doktorum. Ben Bulgar konuşmuyorum. Bunu web sitesini kullanarak iletişim kurar. mümkün olduğunca İngilizce olarak cevap ver. Teşekkür ederim.,Turkish,Greetings
What's your name?,Adınız ne?,Turkish,Greetings
Please give me your Identitification Card / Work Permit,Bana Identitification Kart / Çalışma İzni verin,Turkish,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Son 14 gün içinde, coronavirüs olan herkes tanıştınız?",Turkish,Contact with Others
Who? What is your relationship with them?,DSÖ? onlarla ilişkiniz nedir?,Turkish,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),Kaç gün önce onları tanıştınız? (Bir sayı grafik onlar cevap veremez eğer kenar çubuğunda yoktur),Turkish,Contact with Others
How long were you with him/her?,Ne zamandır onunla / onunla neredeydiniz?,Turkish,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","Son 14 gün içinde, Singapur dışına seyahat oldu? evet, bize İngilizce olarak ülkeleri söyle.",Turkish,Contact with Others
Do you have a fever?,Ateşin var mı?,Turkish,Symptoms
"How many days?
(You may use this for multiple symptoms)","Kaç gün?
(Birden belirtiler için bunu kullanabilir)",Turkish,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","bunu bir termometre ile ölçülmesi mü? Eğer olsaydı, en yüksek okuma neydi?",Turkish,Symptoms
Runny nose?,Burun akması?,Turkish,Symptoms
Cough?,Öksürük?,Turkish,Symptoms
Sore throat?,Boğaz ağrısı?,Turkish,Symptoms
Difficulty breathing?,Zorluk nefes?,Turkish,Symptoms
Do you have diarrhoea? How many times a day?,İshal var mı? Günde kaç defa?,Turkish,Symptoms
Rash?,Döküntü?,Turkish,Symptoms
"Any pain? Specifically, any chest pain?","Herhangi ağrısı? Özellikle, herhangi bir göğüs ağrısı?",Turkish,Symptoms
Point to the place.,yere gelin.,Turkish,Symptoms
Do you have any past medical history?,Eğer herhangi bir geçmiş tıbbi geçmişi var mı?,Turkish,Medical Conditions
Please point to which ones.,hangilerinin işaret edin.,Turkish,Medical Conditions
Asthma,Astım,Turkish,Medical Conditions
Pneumonia,Akciğer iltihaplanması,Turkish,Medical Conditions
Hypertension,Hipertansiyon,Turkish,Medical Conditions
Hyperlipidemia,hiperlipidemi,Turkish,Medical Conditions
Diabetes,Şeker hastalığı,Turkish,Medical Conditions
Heart problems,Kalp sorunları,Turkish,Medical Conditions
Kidney problems,Böbrek sorunları,Turkish,Medical Conditions
Loss of taste,tat kaybı,Turkish,Symptoms
Lost of Smell,Kokuları Kayıp,Turkish,Symptoms
Do you have a drug allergy?,Eğer bir ilaç alerjisi var mı?,Turkish,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?",Sigara içer misiniz? evet kaç sigara günde ise?,Turkish,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","İçiyor musun? evet ise, ne kadar (şişelerin sayısı haftada alkolün türü)?",Turkish,Medical Conditions
"If you have any other problems, you can tell me in English.","Eğer başka sorunlarınız varsa, İngilizce olarak bana söyleyebilir.",Turkish,Medical Conditions
I’m going to examine you.,Sizi muayene edeceğim.,Turkish,Medical Instructions
Tell me if you feel more pain.,Daha ağrınız olursa söyle.,Turkish,Medical Instructions
Please remove your shirt.,Gömleğini kaldırın.,Turkish,Medical Instructions
Keep taking deep breaths through your mouth.,Ağzından derin nefes almaya devam edebilirsiniz.,Turkish,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Benim steteskop ile dinlerken ""99"" de.",Turkish,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,Ben senin burun deliği içine bu pamuk koymak için gidiyorum. Garip hissedecek ama acı değildir,Turkish,Medical Instructions
This is to test for coronavirus,Bu coronavirüs için teste olduğunu,Turkish,Medical Instructions
Tilt your head back,Kafanın arka eğin,Turkish,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","coronavirüs pozitifliği, biz yarın telefonunuzu arayın.",Turkish,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","coronavirüs negatif, biz 3 gün sonra (metin) SMS göndermek",Turkish,Medical Instructions
"Later, you will do an X-ray","Daha sonra, bir X-ray yapacak",Turkish,Medical Instructions
There is no sign of infection on your X-ray,X-ray enfeksiyon belirtisi yok,Turkish,Medical Instructions
You can go back soon.,Yakında geri dönebilirsin.,Turkish,Medical Instructions
"Wait here, do not leave this area","Bu alanı terk etme, burada bekle",Turkish,Medical Instructions
You have to stay in the hospital for a few days,Birkaç gün hastanede kalmak zorunda,Turkish,Medical Instructions
We need to transfer you to another location.,Biz başka bir yere transfer etmemiz gerekiyor.,Turkish,Medical Instructions
I'll give you medicine to make you feel better,Sana daha iyi hissetmek için ilaç vereceğiz,Turkish,Medical Instructions
You must not work for next 5 days.,Önümüzdeki 5 gün boyunca çalışmak olmamalıdır.,Turkish,Medical Instructions
You must come back if you have problems with breathing.,Eğer nefes sorunları varsa geri gelmek zorundadır.,Turkish,Medical Instructions
You must come back if you do not recover completely after 5 days,Eğer 5 gün sonra tamamen iyileşir etmezseniz geri gelmelidir,Turkish,Medical Instructions
Read the handout carefully,dikkatle sadaka Oku,Turkish,Medical Instructions
Thank you,teşekkür ederim,Turkish,Greetings
Good morning / afternoon / evening,sabah / öğleden sonra / İyi akşamlar,Turkish,Greetings
I am the nurse,Ben hemşireyim,Turkish,Greetings
I am the doctor,ben doktorum,Turkish,Greetings
You are in the intensive care unit.,Yoğun bakım ünitesinde bulunmaktadır.,Turkish,Medical Instructions
Today is Monday,Bugün Pazartesi,Turkish,Greetings
Today is Tuesday,Bugün salı,Turkish,Greetings
Today is Wednesday,Bugün çarşamba,Turkish,Greetings
Today is Thursday,Bugün perşembe,Turkish,Greetings
Today is Friday,Bugün cuma,Turkish,Greetings
Today is Saturday,Bugün Cumartesi,Turkish,Greetings
Today is Sunday,Bugün Pazar,Turkish,Greetings
You are getting better,Sen daha iyiye gidiyor,Turkish,Greetings
We will remove the breathing tube when you are better,Daha iyi olduğunda biz solunum tüpü kaldıracaktır,Turkish,Medical Instructions
You can talk after we remove the breathing tube,Biz solunum tüpü kaldırdıktan sonra konuşabiliriz,Turkish,Medical Instructions
Take a deep breath,Derin bir nefes al,Turkish,Medical Instructions
Give me a big cough,Bana kocaman öksürük ver,Turkish,Medical Instructions
Don’t struggle,uğraşma,Turkish,Medical Instructions
Don’t move,kımıldama,Turkish,Medical Instructions
Lift up your arm,Kolunu kaldır,Turkish,Medical Instructions
Lift up your leg,Bacağını yukarı kaldırın,Turkish,Medical Instructions
Squeeze my hand,Elimi sık,Turkish,Medical Instructions
Show me two fingers,Bana iki parmak göster,Turkish,Medical Instructions
Open your mouth,Ağzını aç,Turkish,Medical Instructions
Stick out your tongue,Dilini çıkar,Turkish,Medical Instructions
Open your eyes,Gözlerini aç,Turkish,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Gözlerinin içine ışık tutmak için gidiyorum. Aydınlık olacak.,Turkish,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Akciğerlerin zayıftır. Biz nefes yardımcı olacak bir solunum tüpü takmak için gidiyoruz,Turkish,Medical Instructions
You are going to sleep now,Şimdi uyumaya gidiyorsun,Turkish,Medical Instructions
We are turning you onto your belly to help your lungs expand,Biz ciğerlerin genişletmek yardımcı olmak için göbek üzerine size dönüyor,Turkish,Medical Instructions
We are inserting a tube to help you pass urine,Biz çok yardımcı olacak bir tüp takmadan olan idrara,Turkish,Medical Instructions
We are inserting a tube through your nose,Biz Burnunuzdan bir tüp takmadan edilir,Turkish,Medical Instructions
We are going to give you an injection in your neck to give you medications,Size ilaç vermek için boyun size iğne olacak,Turkish,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,Biz tansiyonunuzu ölçmek için kolunuzda size iğne olacak,Turkish,Medical Instructions
We will give you sleeping medications.,Size uyku ilaçları verecektir.,Turkish,Medical Instructions
We will give you painkillers.,Size ağrı kesici verecektir.,Turkish,Medical Instructions
We are giving you medication to keep your blood pressure up.,Size tansiyonunuzu yetişmek için ilaç veriyoruz.,Turkish,Medical Instructions
We are going to remove the breathing tube.,Biz solunum tüpü çıkarması için gidiyoruz.,Turkish,Medical Instructions
We are going to suck out your phlegm,Biz balgamı dışarı emmek için gidiyoruz,Turkish,Medical Instructions
We are going to clean you with a sponge,Biz bir sünger ile temizlemek için gidiyoruz,Turkish,Medical Instructions
Turn left,sola,Turkish,Medical Instructions
Turn right,Sağa dönün,Turkish,Medical Instructions
We will change your diapers,Biz bezini değişecek,Turkish,Medical Instructions
Lift up your leg,Bacağını yukarı kaldırın,Turkish,Medical Instructions
We are going to sit you up,Seni yukarı oturmak için gidiyoruz,Turkish,Medical Instructions
We are going to shift you up the bed,Yatağın kadar sizi kaydırmaya olacak,Turkish,Medical Instructions
We are going to clean your mouth,Biz ağzını temizlemek için gidiyoruz,Turkish,Medical Instructions
Do not swallow the gargle,gargara yutmayın,Turkish,Medical Instructions
I am a doctor. I do not speak Vietnamese. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Tôi là bác sĩ. Tôi không biết tiếng Việt. Tôi sẽ sử dụng trang web này để nói chuyện với anh/ chị. Hãy cố gắng trả lời tôi bằng tiếng Anh càng nhiều càng tốt. Xin cảm ơn.,Vietnamese,Greetings
What's your name?,"Anh/chị tên là gì? (Use anh for male, chị for female)",Vietnamese,Greetings
Please give me your Identitification Card / Work Permit,"Làm ơn cho tôi xem giấy chứng từ, thẻ căn cước, giấy phép lao động.",Vietnamese,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","Trong vòng 14 ngày qua, anh chị có gặp ai nhiễm covid không?",Vietnamese,Contact with Others
Who? What is your relationship with them?,Người đấy là ai? Mối quan hệ của anh/chị với người ấy như thế nào?,Vietnamese,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),Anh/ chị gặp người ấy cách đây bao lâu rồi?,Vietnamese,Contact with Others
How long were you with him/her?,Anh/ chị gặp người ấy trong bao lâu?,Vietnamese,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","Trong vòng 14 ngày qua, anh/ chị có rời khỏi Singapore không? Nếu có, hãy cho chúng tôi biết tên đất nước đó bằng tiếng Anh.",Vietnamese,Contact with Others
Do you have a fever?,Anh/chị có sốt không?,Vietnamese,Symptoms
"How many days?
(You may use this for multiple symptoms)",Anh/ chị bị như vậy bao lâu rồi?,Vietnamese,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Anh/chị đã đo nhiệt độ bằng nhiệt kế chưa? Nếu có, nhiệt độ cao nhất là gì?",Vietnamese,Symptoms
Runny nose?,Có sổ mũi không?,Vietnamese,Symptoms
Cough?,Có ho không?,Vietnamese,Symptoms
Sore throat?,Có viêm họng đau họng không?,Vietnamese,Symptoms
Difficulty breathing?,Có khó thở không?,Vietnamese,Symptoms
Do you have diarrhoea? How many times a day?,Có tiêu chảy không? Nếu có thì anh/chị đi ngoài bao nhiêu lần 1 ngày?,Vietnamese,Symptoms
Rash?,Có nổi ban ngứa trên da không?,Vietnamese,Symptoms
"Any pain? Specifically, any chest pain?",Anh chị có đau chỗ nào không? Có tức ngực không?,Vietnamese,Symptoms
Point to the place.,Hãy chỉ vào chỗ đau.,Vietnamese,Symptoms
Do you have any past medical history?,Anh chị có tiền sử bệnh nền không?,Vietnamese,Medical Conditions
Please point to which ones.,Hãy chỉ vào tên bệnh.,Vietnamese,Medical Conditions
Asthma,Hen suyễn,Vietnamese,Medical Conditions
Pneumonia,Viêm phổi,Vietnamese,Medical Conditions
Hypertension,Huyết áp cao,Vietnamese,Medical Conditions
Hyperlipidemia,Mỡ máu,Vietnamese,Medical Conditions
Diabetes,Tiểu đường,Vietnamese,Medical Conditions
Heart problems,Các bệnh về tim,Vietnamese,Medical Conditions
Kidney problems,Các bệnh về thận,Vietnamese,Medical Conditions
Loss of taste,Lưỡi mất vị giác,Vietnamese,Symptoms
Lost of Smell,Mũi mất thính giác,Vietnamese,Symptoms
Do you have a drug allergy?,Anh/chị có dị ứng với thuốc nào không,Vietnamese,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","Anh/chị có hút thuốc không? Nếu có, bao nhiêu điếu 1 ngày?",Vietnamese,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","Anh/chị có uống đồ uống có cồn không? Nếu có, bao nhiêu chai 1 tuần, loại rượu bia gì?",Vietnamese,Medical Conditions
"If you have any other problems, you can tell me in English.","Nếu anh/chị có vấn đề gì khác, hãy nói cho tôi biết bằng tiếng Anh.",Vietnamese,Medical Conditions
I’m going to examine you.,Bây giờ tôi sẽ khám cho anh/chị.,Vietnamese,Medical Instructions
Tell me if you feel more pain.,Hãy nói cho tôi nếu anh/chị cảm thấy đau hơn.,Vietnamese,Medical Instructions
Please remove your shirt.,Làm ơn bỏ áo ra.,Vietnamese,Medical Instructions
Keep taking deep breaths through your mouth.,Hãy thở thật sâu qua miệng.,Vietnamese,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Nói ""99"" (nai nai) khi tôi sử dụng ống nghe.",Vietnamese,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,Bây giờ tôi sẽ đưa que bông này vào lỗ mũi của anh/chị. Nó sẽ hơi khó chịu một chút nhưng không đau đâu.,Vietnamese,Medical Instructions
This is to test for coronavirus,Việc này sẽ lấy mẫu thử xem anh/chị có coronavirus không.,Vietnamese,Medical Instructions
Tilt your head back,Hãy ngửa đầu ra phía sau.,Vietnamese,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Nếu anh/chị dương tính, chúng tôi sẽ gọi điện thoại vào ngày mai.",Vietnamese,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Nếu anh/chị âm tính, chúng tôi sẽ nhắn tin sau 3 ngày.",Vietnamese,Medical Instructions
"Later, you will do an X-ray",Lát nữa anh/chị sẽ đi chụp Xquang,Vietnamese,Medical Instructions
There is no sign of infection on your X-ray,Xquang không có dấu hiệu viêm nhiễm nào cả,Vietnamese,Medical Instructions
You can go back soon.,Anh/chị sắp được về rồi,Vietnamese,Medical Instructions
"Wait here, do not leave this area",Hãy đợi ở đây và không ra khỏi khu vực này,Vietnamese,Medical Instructions
You have to stay in the hospital for a few days,Anh/chị sẽ phải ở lại viện vài ngày,Vietnamese,Medical Instructions
We need to transfer you to another location.,Chúng tôi sẽ chuyển anh/chị đến một cơ sở điều trị khác,Vietnamese,Medical Instructions
I'll give you medicine to make you feel better,Tôi sẽ đưa anh/chị thuốc để giúp anh/chị cảm thấy khoẻ hơn,Vietnamese,Medical Instructions
You must not work for next 5 days.,Anh/chị không được phép đi làm trong vòng 5 ngày tới,Vietnamese,Medical Instructions
You must come back if you have problems with breathing.,Anh/chị phải quay lại viện nếu thấy mình có triệu chứng khó thở,Vietnamese,Medical Instructions
You must come back if you do not recover completely after 5 days,Anh/chị phải quay lại nếu triệu chứng không thuyên giảm sau 5 ngày,Vietnamese,Medical Instructions
Read the handout carefully,Hãy đọc kỹ tờ thông tin này,Vietnamese,Medical Instructions
Thank you,Cảm ơn,Vietnamese,Greetings
Good morning / afternoon / evening,Chào buổi sáng/ buổi chiều/ buổi tối,Vietnamese,Greetings
I am the nurse,Tôi là y tá,Vietnamese,Greetings
I am the doctor,Tôi là bác sĩ,Vietnamese,Greetings
You are in the intensive care unit.,Anh/chị đang ở trong khu vực chăm sóc đặc biệt,Vietnamese,Medical Instructions
Today is Monday,Hôm nay là Thứ 2,Vietnamese,Greetings
Today is Tuesday,Hôm nay là thứ 3,Vietnamese,Greetings
Today is Wednesday,Hôm nay là thứ 4,Vietnamese,Greetings
Today is Thursday,Hôm nay là thứ 5,Vietnamese,Greetings
Today is Friday,Hôm nay là thứ 6,Vietnamese,Greetings
Today is Saturday,Hôm nay là thứ 7,Vietnamese,Greetings
Today is Sunday,Hôm nay là chủ nhật,Vietnamese,Greetings
You are getting better,Anh/chị đang khoẻ lên đấy,Vietnamese,Greetings
We will remove the breathing tube when you are better,Chúng tôi sẽ gỡ ống thở khi anh/chị khoẻ lên,Vietnamese,Medical Instructions
You can talk after we remove the breathing tube,Anh/chị có thể nói sau khi ống thở được gỡ ra,Vietnamese,Medical Instructions
Take a deep breath,Hãy hít một hơi sâu,Vietnamese,Medical Instructions
Give me a big cough,Hãy ho một cái thật to,Vietnamese,Medical Instructions
Don’t struggle,Đừng cựa quậy,Vietnamese,Medical Instructions
Don’t move,Đừng di chuyển,Vietnamese,Medical Instructions
Lift up your arm,Giơ tay lên nào,Vietnamese,Medical Instructions
Lift up your leg,Giơ chân lên nào,Vietnamese,Medical Instructions
Squeeze my hand,Nắm chặt lấy tay tôi,Vietnamese,Medical Instructions
Show me two fingers,Giơ 2 ngón tay nào,Vietnamese,Medical Instructions
Open your mouth,Há miệng ra,Vietnamese,Medical Instructions
Stick out your tongue,Thè lưỡi ra,Vietnamese,Medical Instructions
Open your eyes,Mở mắt ra,Vietnamese,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Tôi sẽ chiếu đèn pin vào mắt anh/chị. Sẽ hơi chói đấy.,Vietnamese,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Phổi của anh/chị rất yếu. Chúng tôi sẽ sử dụng ống thở để giúp anh/chị thở tốt hơn.,Vietnamese,Medical Instructions
You are going to sleep now,Anh/chị sẽ đi ngủ bây giờ.,Vietnamese,Medical Instructions
We are turning you onto your belly to help your lungs expand,Chúng tôi sẽ lật anh/chị nằm úp để phổi có thể thở tốt hơn.,Vietnamese,Medical Instructions
We are inserting a tube to help you pass urine,Chúng tôi sẽ đặt ống tiểu,Vietnamese,Medical Instructions
We are inserting a tube through your nose,Chúng tôi sẽ đặt ống thông qua đường mũi,Vietnamese,Medical Instructions
