Text,Translation,Language,Category
December,டிசம்பர்,Tamil / தமிழ்,Basic Terms
I am a doctor. I do not speak Telugu. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,నేను ఒక వైద్యుడిని. నేను తెలుగు మాట్లాడలేను. ఈ వెబ్‌సైట్‌ను ఉపయోగించి నేను మీతో మాట్లాడతాను. నాకు వీలైనంతవరకు ఇంగ్లీషులో సమాధానం ఇవ్వండి. ధన్యవాదాలు.,Telugu / తెలుగు,Greetings
What's your name?,మీ పేరు ఏమిటి?,Telugu / తెలుగు,Greetings
Please give me your Identitification Card / Work Permit,దయచేసి మీ FIN లేదా IC నంబర్ ఇవ్వండి,Telugu / తెలుగు,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","గత 14 రోజుల్లో, కరోనావైరస్ ఉన్నవారిని మీరు కలిశారా?",Telugu / తెలుగు,Contact with Others
Who? What is your relationship with them?,ఎవరిని కలిశారు? వారితో మీ సంబంధం ఏమిటి?,Telugu / తెలుగు,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),ఎన్ని రోజుల క్రితం మీరు వారిని కలిశారు?,Telugu / తెలుగు,Contact with Others
How long were you with him/her?,మీరు కలిసిన వారితో ఎంతకాలం ఉన్నారు?,Telugu / తెలుగు,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","గత 14 రోజుల్లో, మీరు సింగపూర్ నుండి ప్రయాణించారా? అవును అయితే, దేశాలను ఆంగ్లంలో చెప్పండి.",Telugu / తెలుగు,Contact with Others
Do you have a fever?,మీకు జ్వరం ఉందా?,Telugu / తెలుగు,Symptoms
"How many days?
(You may use this for multiple symptoms)",ఎన్ని రోజుల నుంచి?,Telugu / తెలుగు,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","మీరు టెంపరేచర్ ని థర్మామీటర్‌తో కొలిచారా? మీరు అలా చేస్తే, అత్యధిక టెంపరేచర్ ఎంత ఉంది?",Telugu / తెలుగు,Symptoms
Runny nose?,మీ ముక్కు కారుతోందా?,Telugu / తెలుగు,Symptoms
Cough?,మీకు దగ్గు ఉందా?,Telugu / తెలుగు,Symptoms
Sore throat?,మీకు గొంతు నొప్పి ఉందా?,Telugu / తెలుగు,Symptoms
Difficulty breathing?,మీకు శ్వాస తీసుకోవడంలో ఇబ్బంది ఉందా?,Telugu / తెలుగు,Symptoms
Do you have diarrhoea? How many times a day?,మీకు విరేచనాలు అవుతున్నాయా? రోజుకు ఎన్నిసార్లు?,Telugu / తెలుగు,Symptoms
Rash?,మీకు దద్దుర్లు ఉన్నాయా?,Telugu / తెలుగు,Symptoms
"Any pain? Specifically, any chest pain?","ఏదైనా నొప్పి ఉందా? ప్రత్యేకంగా, మీకు ఛాతీ నొప్పి ఉందా?",Telugu / తెలుగు,Symptoms
Point to the place.,నొప్పి ఎక్కడ బాధిస్తుందో సూచించండి,Telugu / తెలుగు,Symptoms
Do you have any past medical history?,మీకు గత వైద్య చరిత్ర ఏదైనా ఉందా?,Telugu / తెలుగు,Medical Conditions
Please point to which ones.,వైద్య చరిత్ర సూచించండి.,Telugu / తెలుగు,Medical Conditions
Asthma,ఆస్తమా,Telugu / తెలుగు,Medical Conditions
Pneumonia,న్యుమోనియా,Telugu / తెలుగు,Medical Conditions
Hypertension,రక్తపోటు,Telugu / తెలుగు,Medical Conditions
Hyperlipidemia,కొలెస్ట్రాల్,Telugu / తెలుగు,Medical Conditions
Diabetes,"సుగర్/
డయాబెటిస్",Telugu / తెలుగు,Medical Conditions
Heart problems,గుండె సమస్యలు,Telugu / తెలుగు,Medical Conditions
Kidney problems,కిడ్నీ సమస్యలు,Telugu / తెలుగు,Medical Conditions
Loss of taste,మీకు తింటున్నప్పుడు రుచి తెలుస్తోంది?,Telugu / తెలుగు,Symptoms
Loss of Smell,వాసన చూడగలుగుతున్నారా ?,Telugu / తెలుగు,Symptoms
Do you have a drug allergy?,మీకు ఏదైనా మందులకు అలెర్జీ ఉందా?,Telugu / తెలుగు,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","మీరు పొగత్రాగుతారా? అవును అయితే, రోజుకు ఎన్ని సిగరెట్లు?",Telugu / తెలుగు,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","నువ్వు త్రాగుతావా? వారానికి ఎన్ని సీసాలు, ఏ రకమైన ఆల్కహాల్?",Telugu / తెలుగు,Medical Conditions
"If you have any other problems, you can tell me in English.","మీకు ఏమైనా సమస్యలు ఉంటే, మీరు నాకు ఇంగ్లీషులో చెప్పండి",Telugu / తెలుగు,Medical Conditions
I’m going to examine you.,నేను మిమ్మల్ని పరిశీలించబోతున్నాను,Telugu / తెలుగు,Medical Instructions
Tell me if you feel more pain.,మీకు నొప్పిగా ఉంటే చెప్పండి,Telugu / తెలుగు,Medical Instructions
Please remove your shirt.,దయచేసి మీ చొక్కా తొలగించండి.,Telugu / తెలుగు,Medical Instructions
Keep taking deep breaths through your mouth.,మీరు నోటితో గట్టిగ స్వాస పీలుస్తూ ఉండండి,Telugu / తెలుగు,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","నేను స్టెతస్కోప్‌తో పరీక్షిస్తున్నప్పుడు, మీరు ఆంగ్లంలో నైన్టీ-నైన్ చెప్పండి.",Telugu / తెలుగు,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,నేను ఈ కాటన్ మొగ్గను మీ ముక్కులో పెట్టబోతున్నాను. మీరు వింతగా భావిస్తారు కానీ బాధాకరమైనది కాదు.,Telugu / తెలుగు,Medical Instructions
This is to test for coronavirus,ఇది కరోనావైరస్ పరీక్షా చెయ్యడం కోసం ఇది చేస్తున్నాము,Telugu / తెలుగు,Medical Instructions
Tilt your head back,మీ తల వెనుకకు వంచండి,Telugu / తెలుగు,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","మీకు కరోనావైరస్ ఉంటే, మేము రేపు మీకు ఫోన్‌ చేస్తాము.",Telugu / తెలుగు,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","మీకు కరోనావైరస్ లేకపోతే, మేము 3 రోజుల తర్వాత మీకు SMS పంపుతాము",Telugu / తెలుగు,Medical Instructions
"Later, you will do an X-ray","తరువాత, మీరు ఎక్స్-రే తీయించుకుంటారు",Telugu / తెలుగు,Medical Instructions
There is no sign of infection on your X-ray,మీ ఎక్స్-రేలు మీ ఎక్స్-రేలో సంక్రమణ (ఇన్ఫెక్షన్) కనిపించట్లేదు,Telugu / తెలుగు,Medical Instructions
You can go back soon.,మీరు త్వరలో తిరిగి వెళ్ళవచ్చు.,Telugu / తెలుగు,Medical Instructions
"Wait here, do not leave this area","ఇక్కడ ఉండండి, ఎక్కడికీ వెళ్లవద్దు",Telugu / తెలుగు,Medical Instructions
You have to stay in the hospital for a few days,మీరు కొన్ని రోజులు ఆసుపత్రిలో ఉండాలి,Telugu / తెలుగు,Medical Instructions
We need to transfer you to another location.,మేము మిమ్మల్ని వేరే ప్రదేశానికి బదిలీ చేయాలి.,Telugu / తెలుగు,Medical Instructions
I'll give you medicine to make you feel better,మీకు మేలు అవ్వడానికి మందులు ఇస్తాను,Telugu / తెలుగు,Medical Instructions
You must not work for next 5 days.,మీరు వచ్చే 5 రోజులు పని చేయకూడదు,Telugu / తెలుగు,Medical Instructions
You must come back if you have problems with breathing.,మీకు ఊపిరి తీసుకోవడంలో సమస్య ఉంటే మీరు తప్పక తిరిగి రావాలి.,Telugu / తెలుగు,Medical Instructions
You must come back if you do not recover completely after 5 days,5 రోజుల తర్వాత మీరు పూర్తిగా కోలుకోకపోతే మీరు తిరిగి రావాలి,Telugu / తెలుగు,Medical Instructions
Read the handout carefully,కాగితంపై ఉన్న సూచనలను జాగ్రత్తగా చదవండి,Telugu / తెలుగు,Medical Instructions
Thank you,ధన్యవాదాలు.,Telugu / తెలుగు,Greetings
Good morning / afternoon / evening,శుభోదయం / శుభ మద్యాహ్నం / శుభ సాయంత్రం,Telugu / తెలుగు,Greetings
I am the nurse,నేను నర్సుని,Telugu / తెలుగు,Greetings
I am the doctor,నేను డాక్టర్,Telugu / తెలుగు,Greetings
You are in the intensive care unit.,మీరు ఇంటెన్సివ్ కేర్ యూనిట్లో ఉన్నారు,Telugu / తెలుగు,Medical Instructions
Today is Monday,ఈరోజు సోమవారం,Telugu / తెలుగు,Greetings
Today is Tuesday,ఈరోజు మంగళవారం,Telugu / తెలుగు,Greetings
Today is Wednesday,ఈ రోజు బుధవారం,Telugu / తెలుగు,Greetings
Today is Thursday,ఈ రోజు గురువారము,Telugu / తెలుగు,Greetings
Today is Friday,ఈ రోజు శుక్రవారం,Telugu / తెలుగు,Greetings
Today is Saturday,ఈ రోజు శనివారం,Telugu / తెలుగు,Greetings
Today is Sunday,ఈరోజు ఆదివారం,Telugu / తెలుగు,Greetings
You are getting better,మీ ఆరోగ్యం మెరుగుపడుతోంది,Telugu / తెలుగు,Greetings
We will remove the breathing tube when you are better,మీ ఆరోగ్యం బాగున్నప్పుడు మేము గొట్టాన్ని తీసేస్తాం,Telugu / తెలుగు,Medical Instructions
You can talk after we remove the breathing tube,మేము గొట్టాన్ని తీసిన తర్వాత మీరు మాట్లాడవచ్చు,Telugu / తెలుగు,Medical Instructions
Take a deep breath,గట్టిగా ఊపిరి తీసుకోండి,Telugu / తెలుగు,Medical Instructions
Give me a big cough,గట్టిగా దగ్గంది,Telugu / తెలుగు,Medical Instructions
Don’t struggle,అవస్థ పడకండి,Telugu / తెలుగు,Medical Instructions
Don’t move,కదలకండి,Telugu / తెలుగు,Medical Instructions
Lift up your arm,మీ చేయి పైకి ఎత్తండి,Telugu / తెలుగు,Medical Instructions
Lift up your leg,మీ కాలు పైకి ఎత్తండి,Telugu / తెలుగు,Medical Instructions
Squeeze my hand,నా చేతిని నొక్కండి,Telugu / తెలుగు,Medical Instructions
Show me two fingers,నాకు రెండు వేళ్లు చూపించండి,Telugu / తెలుగు,Medical Instructions
Open your mouth,మీ నోరు తెరవండి,Telugu / తెలుగు,Medical Instructions
Stick out your tongue,మీ నాలుకను బయట పెట్టండి,Telugu / తెలుగు,Medical Instructions
Open your eyes,మీ కళ్ళు తెరవండి,Telugu / తెలుగు,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,నేను మీ కళ్ళలో ఒక కాంతిని (లైట్) వేస్తాను. అది ప్రకాశవంతంగా ఉంటుంది.,Telugu / తెలుగు,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,మీ ఊపిరితిత్తులు బలహీనంగా ఉన్నాయి. మీకు ఊపిరి పీల్చుకోవడానికి మేము గొట్టాన్ని పెట్టబోతున్నాం,Telugu / తెలుగు,Medical Instructions
You are going to sleep now,మీరు ఇప్పుడు నిద్రపోతారు,Telugu / తెలుగు,Medical Instructions
We are turning you onto your belly to help your lungs expand,మేము మిమ్మల్ని మీ బొడ్డుపైకి మారుస్తున్నాము. మీ ఊపిరితిత్తులు విస్తరించడానికి,Telugu / తెలుగు,Medical Instructions
We are inserting a tube to help you pass urine,మీకు మూత్రం పంపడంలో సహాయపడటానికి మేము ఒక గొట్టం వేస్తున్నాము,Telugu / తెలుగు,Medical Instructions
We are inserting a tube through your nose,మేము మీ ముక్కు ద్వారా గొట్టం వేస్తున్నాము,Telugu / తెలుగు,Medical Instructions
We are going to give you an injection in your neck to give you medications,మీకు మందులు ఇవ్వడానికి మేము మీ మెడలో ఇంజెక్షన్ ఇవ్వబోతున్నాం,Telugu / తెలుగు,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,మీ బిపిని కొలవడానికి మేము మీ చేతిలో ఇంజెక్షన్ ఇవ్వబోతున్నాము,Telugu / తెలుగు,Medical Instructions
We will give you sleeping medications.,మేము మీకు నిద్ర మందు ఇస్తాము,Telugu / తెలుగు,Medical Instructions
We will give you painkillers.,మేము మీకు పెయిన్ కిల్లర్స్ ఇస్తాము.,Telugu / తెలుగు,Medical Instructions
We are giving you medication to keep your blood pressure up.,మీ బిపిని అధికంగా ఉంచడానికి మేము మీకు మందులు ఇస్తున్నాము.,Telugu / తెలుగు,Medical Instructions
We are going to remove the breathing tube.,మేము గొట్టాన్ని తొలగించబోతున్నాము.,Telugu / తెలుగు,Medical Instructions
We are going to suck out your phlegm,మేము మీ కఫాన్ని పీల్చి తొలగించబోతున్నాం,Telugu / తెలుగు,Medical Instructions
We are going to clean you with a sponge,మేము మిమ్మల్ని స్పాంజితో శుభ్రం చేయబోతున్నాం,Telugu / తెలుగు,Medical Instructions
Turn left,ఎడమవైపు తిరగండి,Telugu / తెలుగు,Medical Instructions
Turn right,కుడివైపుకు తిరగండి,Telugu / తెలుగు,Medical Instructions
We will change your diapers,మేము మీ డైపర్లను మారుస్తాము,Telugu / తెలుగు,Medical Instructions
Lift up your leg,మీ కాలు పైకి ఎత్తండి,Telugu / తెలుగు,Medical Instructions
We are going to sit you up,మేము మిమ్మల్ని కూర్చునేలా చేస్తాము,Telugu / తెలుగు,Medical Instructions
We are going to shift you up the bed,మేము మిమ్మల్ని మంచం మీద పైకి జరుపుబోతున్నాము,Telugu / తెలుగు,Medical Instructions
We are going to clean your mouth,మేము మీ నోరు శుభ్రం చేయబోతున్నాం,Telugu / తెలుగు,Medical Instructions
Do not swallow the gargle,మీ నోటిలో ఉన్నదాన్ని మింగకండి,Telugu / తెలుగు,Medical Instructions
Which company are you employed under?,ఏ కంపెనీ కింద మీరు పనిచేస్తారు?,Telugu / తెలుగు,Contact with Others
What is your supervisor’s name and contact number?,మీ సూపర్వైజర్ పేరు ఇంకా ఫోన్ నెంబర్ ఏమిటి?,Telugu / తెలుగు,Contact with Others
What is the name of the dorm you live in?,మీరు వుంటున్న డోర్మ్ పేరు ఏంటి?,Telugu / తెలుగు,Contact with Others
Is it a cluster?,ఈ డోర్మ్ క్లస్టర్ లో వుందా?,Telugu / తెలుగు,Contact with Others
How many people are staying in the same room as you?,మీ రూములో ఎంతమంది వున్నారు?,Telugu / తెలుగు,Contact with Others
Liver problem,liver సమస్య,Telugu / తెలుగు,Medical Conditions
Cancer,క్యాన్సర్,Telugu / తెలుగు,Medical Conditions
How do you feel emotionally? (use thumbs up and down),మీరు మానసికంగా ఎలా వున్నారు? (👍🏽👎🏽),Telugu / తెలుగు,Medical Conditions
"Do you have suicidal thoughts?: do you feel that life is meaningless, that you have thought of hurting yourself/committing suicide/ending your life","మీకు ఆత్మహత్య చేసుకోవాలన్న ఆలోచన వస్తోOదా?: జీవితంలో అర్ధంలేదనిపిస్తోOదా? మిమ్మల్ని మీరు దండిoచుకోవాలని, చనిపోవాలని అనిపిస్తోOదా?",Telugu / తెలుగు,Medical Conditions
You have tested positive for coronavirus,మీ కరోనా వయిరస్ టెస్ట్ పాజిటివ్ గా వచ్చింది.,Telugu / తెలుగు,Medical Instructions
We need to take you to the hospital.,మిమ్మల్ని హాస్పిటల్కు తీసుకు వెళ్ళాలి.,Telugu / తెలుగు,Medical Instructions
We will transfer you to an isolation facility.,"మిమ్మల్ని విడిగా ఉంచడానికి ఒక ఏర్పాటు చేసిన వార్డ్
లో మారుస్తాము.",Telugu / తెలుగు,Medical Instructions
We are inserting a tube through your nose to your stomach to allow us to feed you,మీకు తినిపించడము కోసం మీ ముక్కులోను ఒక ట్యూబ్ కడుపు వరకు పెడుతున్నాము,Telugu / తెలుగు,Medical Instructions
"When i count to 3, we will shift you up the bed。 1， 2， 3！",ఒకటి నుOచి మూడు వరకు లెక్కపెట్టి మిమల్ని బెడ్ మీదకి మారుస్తాము. ఒకటి..రెOడు..మూడు..,Telugu / తెలుగు,Medical Instructions
Are you in pain?,మీకు ఎక్కడైనా నొప్పి ఉందా?,Telugu / తెలుగు,Basic Terms
Where is the pain?,నొప్పి ఎక్కడ ఉంది?,Telugu / తెలుగు,Basic Terms
"Is it mild, moderate or severe?","కొOచెమా, మధ్యస్తమా, చాలా ఎక్కువగా వుOదా?",Telugu / తెలుగు,Basic Terms
Can you point to the pain?,నొప్పి ఎక్కడ ఉందో చూపించండి,Telugu / తెలుగు,Basic Terms
Head,తల,Telugu / తెలుగు,Basic Terms
eyes,కళ్ళు,Telugu / తెలుగు,Basic Terms
ears,చెవులు,Telugu / తెలుగు,Basic Terms
nose,ముక్కు,Telugu / తెలుగు,Basic Terms
mouth,నోటి,Telugu / తెలుగు,Basic Terms
throat,గొంతు,Telugu / తెలుగు,Basic Terms
chest,ఛాతి,Telugu / తెలుగు,Basic Terms
abdomen,కడుపు,Telugu / తెలుగు,Basic Terms
back,వీపు,Telugu / తెలుగు,Basic Terms
arms,చేతులు,Telugu / తెలుగు,Basic Terms
legs,కాళ్ళు,Telugu / తెలుగు,Basic Terms
feet,పాదములు,Telugu / తెలుగు,Basic Terms
1 - one,1 - ఒకటి,Telugu / తెలుగు,Basic Terms
2 - two,2 - రెండు,Telugu / తెలుగు,Basic Terms
3 - three,3- మూడు,Telugu / తెలుగు,Basic Terms
4 - four,4 - నాలుగు,Telugu / తెలుగు,Basic Terms
5 - five,5 - ఐదు,Telugu / తెలుగు,Basic Terms
6 - six,6 - ఆరు,Telugu / తెలుగు,Basic Terms
7 - seven,7 - ఏడు,Telugu / తెలుగు,Basic Terms
8 - eight,8 - ఎనిమిది,Telugu / తెలుగు,Basic Terms
9 - nine,9 - తొమ్మిది,Telugu / తెలుగు,Basic Terms
10 - ten,0 - పది,Telugu / తెలుగు,Basic Terms
0 - zero,సున్నా,Telugu / తెలుగు,Basic Terms
January,జనవరి,Telugu / తెలుగు,Basic Terms
Feb,ఫిబ్రవరి,Telugu / తెలుగు,Basic Terms
March,మార్చి,Telugu / తెలుగు,Basic Terms
April,ఏప్రిల్,Telugu / తెలుగు,Basic Terms
May,మే,Telugu / తెలుగు,Basic Terms
June,జూన్,Telugu / తెలుగు,Basic Terms
July,జూలై,Telugu / తెలుగు,Basic Terms
August,ఆగస్టు,Telugu / తెలుగు,Basic Terms
September,సెప్టెంబర్,Telugu / తెలుగు,Basic Terms
October,అక్టోబర్,Telugu / తెలుగు,Basic Terms
November,నవంబర్,Telugu / తెలుగు,Basic Terms
December,డిసెంబర్,Telugu / తెలుగు,Basic Terms
I am a doctor. I do not speak Thai. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,ฉันเป็นหมอและฉันพูดไทยไม่ได้ แต่ฉันจะสื่อสารกับคุณผ่านเว็บไซต์นี้ โปรดตอบคำถามเป็นภาษาอังกฤษให้มากที่สุด ขอบคุณ,Thai / ไทย,Greetings
What's your name?,คุณชื่ออะไร,Thai / ไทย,Greetings
Please give me your Identitification Card / Work Permit,กรุณาแสดงบัตรประชาชน/ ใบอนุญาตทำงาน,Thai / ไทย,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?",ในช่วง 14 วันที่ผ่านมาได้พบกับผู้ติดเชื้อโคโรน่าหรือไม่,Thai / ไทย,Contact with Others
Who? What is your relationship with them?,กรุณาระบุความสัมพันธ์กับผู้ติดเชื้อโคโรน่า,Thai / ไทย,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),เป็นเวลากี่วันแล้วตั้งแต่วันที่ไปเจอพวกเขามา,Thai / ไทย,Contact with Others
How long were you with him/her?,คุณอยู่กับผู้ติดเชื้อโคโรน่านานเท่าใด,Thai / ไทย,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.",ในช่วง 14 วันที่ผ่านมาคุณได้เดินทางออกจากประเทศสิงคโปร์หรือไม่ หากใช่ ให้ระบุชื่อประเทศเป็นภาษาอังกฤษ,Thai / ไทย,Contact with Others
Do you have a fever?,คุณมีไข้หรือไม่,Thai / ไทย,Symptoms
"How many days?
(You may use this for multiple symptoms)",มีอาการมากี่วันแล้ว,Thai / ไทย,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?",คุณได้ใช้เทอร์โมมิเตอร์/ปรอทวัดไข้หรือไม่ หากใช่ อุณหภูมิสูงสุดที่วัดได้คือเท่าใด,Thai / ไทย,Symptoms
Runny nose?,มีน้ำมูกหรือไม่,Thai / ไทย,Symptoms
Cough?,มีอาการไอหรือไม่,Thai / ไทย,Symptoms
Sore throat?,เจ็บคอหรือไม่,Thai / ไทย,Symptoms
Difficulty breathing?,หายใจไม่สะดวกหรือไม่,Thai / ไทย,Symptoms
Do you have diarrhoea? How many times a day?,มีอาการท้องเสียหรือไม่ และท้องเสียวันละกี่ครั้ง,Thai / ไทย,Symptoms
Rash?,มีผื่นหรือไม่,Thai / ไทย,Symptoms
"Any pain? Specifically, any chest pain?",มีอาการเจ็บปวดหรือไม่ โดยเฉพาะเจ็บหน้าอก,Thai / ไทย,Symptoms
Point to the place.,ช่วยชี้ตรงบริเวณที่มีอาการเจ็บ,Thai / ไทย,Symptoms
Do you have any past medical history?,คุณมีประวัติการรักษาทางการแพทย์หรือไม่,Thai / ไทย,Medical Conditions
Please point to which ones.,กรุณาชี้โรคที่เคยรักษา,Thai / ไทย,Medical Conditions
Asthma,โรคหอบหืด,Thai / ไทย,Medical Conditions
Pneumonia,โรคปอดอักเสบ,Thai / ไทย,Medical Conditions
Hypertension,โรคความดันเลือดสูง,Thai / ไทย,Medical Conditions
Hyperlipidemia,ไขมันในเลือดสูง,Thai / ไทย,Medical Conditions
Diabetes,โรคเบาหวาน,Thai / ไทย,Medical Conditions
Heart problems,มีปัญหาเกี่ยวกับหัวใจ,Thai / ไทย,Medical Conditions
Kidney problems,มีปัญหาเกี่ยวกับไต,Thai / ไทย,Medical Conditions
Loss of taste,ไม่รับรู้รสชาติอาหาร,Thai / ไทย,Symptoms
Lost of Smell,ไม่ได้กลิ่น,Thai / ไทย,Symptoms
Do you have a drug allergy?,คุณแพ้ยาหรือไม่,Thai / ไทย,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?",คุณสูบบุหรี่หรือไม่ ถ้าใช่ คุณสูบกี่มวนต่อวัน,Thai / ไทย,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?",คุณดื่มสุราหรือไม่ ถ้าใช่ โปรดระบุจำนวนขวดที่ดื่มต่อสัปดาห์และชนิดของแอลกอฮอล,Thai / ไทย,Medical Conditions
"If you have any other problems, you can tell me in English.",หากมีปัญหาด้านอื่นๆ คุณสามารถแจ้งโดยใช้ภาษาอังกฤษ,Thai / ไทย,Medical Conditions
I’m going to examine you.,หมอกำลังจะตรวจคุณ,Thai / ไทย,Medical Instructions
Tell me if you feel more pain.,กรุณาบอกหมอหากมีอาการเจ็บ,Thai / ไทย,Medical Instructions
Please remove your shirt.,กรุณาถอดเสื้อ,Thai / ไทย,Medical Instructions
Keep taking deep breaths through your mouth.,หายใจผ่านทางปากเข้าลึกๆ,Thai / ไทย,Medical Instructions
"Say ""99"" when I listen with my stethoscope.",พูดคำว่า ’99’ ตอนที่หมอตรวจฟังเสียงหัวใจ,Thai / ไทย,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,ตอนนี้หมอจะสอดแท่งสำลีเข้าไปในโพรงจมูก อาจจะรู้สึกแปลกๆ แต่จะไม่เจ็บ,Thai / ไทย,Medical Instructions
This is to test for coronavirus,ขั้นตอนนี้เพื่อตรวจไวรัสโคโรน่า,Thai / ไทย,Medical Instructions
Tilt your head back,เอียงหัวของคุณไปข้างหลัง,Thai / ไทย,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.",หากผลตรวจเป็นบวก ทางเราจะโทรแจ้งคุณพรุ่งนี้,Thai / ไทย,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days",หากผลตรวจเป็นลบ ทางเราจะส่ง SMS ภายใน 3 วัน,Thai / ไทย,Medical Instructions
"Later, you will do an X-ray",หลังจากนี้คุณจะต้องไปเอ็กซเรย์,Thai / ไทย,Medical Instructions
There is no sign of infection on your X-ray,ไม่มีอาการของการติดเชื้อใน X-ray ของคุณ,Thai / ไทย,Medical Instructions
You can go back soon.,คุณจะสามารถกลับบ้านได้เร็วๆนี้,Thai / ไทย,Medical Instructions
"Wait here, do not leave this area",กรุณารอตรงนี้และห้ามออกจากบริเวณนี้,Thai / ไทย,Medical Instructions
You have to stay in the hospital for a few days,คุณจะต้องนอนโรงพยาบาลเพื่อรอดูอาการ,Thai / ไทย,Medical Instructions
We need to transfer you to another location.,ทางเราจะต้องย้ายคุณไปอีกสถานที่หนึ่ง,Thai / ไทย,Medical Instructions
I'll give you medicine to make you feel better,หมอจะให้ยาเพื่อทำให้คุณรู้สึกดีขึ้น,Thai / ไทย,Medical Instructions
You must not work for next 5 days.,คุณต้องห้ามทำงาน 5 วัน,Thai / ไทย,Medical Instructions
You must come back if you have problems with breathing.,คุณต้องกลับมาที่นี่หากคุณมีปัญหาในการหายใจ,Thai / ไทย,Medical Instructions
You must come back if you do not recover completely after 5 days,คุณต้องกลับมาถ้าคุณไม่ฟื้นตัวอย่างสมบูรณ์หลังจาก 5 วัน,Thai / ไทย,Medical Instructions
Read the handout carefully,กรุณาอ่านคู่มืออย่างรอบคอบ,Thai / ไทย,Medical Instructions
Thank you,ขอบคุณครับ/ค่ะ,Thai / ไทย,Greetings
Good morning / afternoon / evening,อรุณสวัสดิ์ / สวัสดีตอนบ่าย / สวัสดีตอนเย็น,Thai / ไทย,Greetings
I am the nurse,ฉันเป็นพยาบาล,Thai / ไทย,Greetings
I am the doctor,ฉันเป็นหมอ,Thai / ไทย,Greetings
You are in the intensive care unit.,คุณอยู่ในหน่วยรักษาพยาบาลผู้ป่วยอาการหนัก,Thai / ไทย,Medical Instructions
Today is Monday,วันนี้วันจันทร์,Thai / ไทย,Greetings
Today is Tuesday,วันนี้วันอังคาร,Thai / ไทย,Greetings
Today is Wednesday,วันนี้วันพุธ,Thai / ไทย,Greetings
Today is Thursday,วันนี้วันพฤหัสบดี,Thai / ไทย,Greetings
Today is Friday,วันนี้วันศุกร์,Thai / ไทย,Greetings
Today is Saturday,วันนี้วันเสาร์,Thai / ไทย,Greetings
Today is Sunday,วันนี้วันอาทิตย์,Thai / ไทย,Greetings
You are getting better,อาการของคุณดีขึ้นแล้ว,Thai / ไทย,Greetings
We will remove the breathing tube when you are better,เราจะถอดท่อช่วยหายใจหากอาการคุณดีขึ้น,Thai / ไทย,Medical Instructions
You can talk after we remove the breathing tube,คุณสามารถพูดคุยได้หลังจากเราถอดท่อช่วยหายใจ,Thai / ไทย,Medical Instructions
Take a deep breath,หายใจเข้าลึกๆ,Thai / ไทย,Medical Instructions
Give me a big cough,ลองไอดังๆได้ไหม,Thai / ไทย,Medical Instructions
Don’t struggle,อย่าต่อสู้,Thai / ไทย,Medical Instructions
Don’t move,อย่าขยับ,Thai / ไทย,Medical Instructions
Lift up your arm,ยกแขนขึ้น,Thai / ไทย,Medical Instructions
Lift up your leg,ยกขาขึ้น,Thai / ไทย,Medical Instructions
Squeeze my hand,บีบมือฉัน,Thai / ไทย,Medical Instructions
Show me two fingers,ชูสองนิ้ว,Thai / ไทย,Medical Instructions
Open your mouth,อ้าปาก,Thai / ไทย,Medical Instructions
Stick out your tongue,แลบลิ้น,Thai / ไทย,Medical Instructions
Open your eyes,เปิดตากว้างๆ,Thai / ไทย,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,ฉันจะส่องไฟเข้าไปในดวงตาของคุณ,Thai / ไทย,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,ปอดของคุณอ่อนแอมาก เรากำลังจะใส่ท่อช่วยหายใจให้คุณ,Thai / ไทย,Medical Instructions
You are going to sleep now,ถึงเวลานอนแล้ว,Thai / ไทย,Medical Instructions
We are turning you onto your belly to help your lungs expand,เรากำลังพลิกหน้าท้องของคุณเพื่อช่วยให้ปอดของคุณขยายตัว,Thai / ไทย,Medical Instructions
